nu/v	E_r/v	N_theta	N_zeta	N_xi	D11	D31	D13	D33	D33 Spitzer	t_clock	Delta D11 zeta	Delta D31 zeta	Delta D13 zeta	Delta D33 zeta	Delta D11 theta	Delta D31 theta	Delta D13 theta	Delta D33 theta
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	9.10000000000000E+01	1.80000000000000E+02	4.96516280632260E-02	8.47626474614899E-02	-8.46221294282246E-02	-1.78540009243373E+04	-6.14841280454472E+04	3.57985000000000E+01	4.43876819155101E-05	-2.17383929173387E-03	1.52576455505341E-03	5.90427210201960E+00	9.35781817305234E-05	8.72735604482241E-04	-1.10715892793815E-03	-5.55540240137998E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	9.50000000000000E+01	1.80000000000000E+02	4.96960157451415E-02	8.25888081697560E-02	-8.30963648731712E-02	-1.78480966522353E+04	-6.14841280454471E+04	4.07497000000000E+01	5.48102265689743E-05	1.78456087277964E-03	-1.20779009292246E-03	7.00306207098038E-01	7.33180416452178E-05	3.10407698385709E-03	-2.55344544459439E-03	-5.93502397415068E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	9.90000000000000E+01	1.80000000000000E+02	4.97508259717105E-02	8.43733690425356E-02	-8.43041549660936E-02	-1.78473963460282E+04	-6.14841280454471E+04	4.50765000000000E+01	3.73149893220653E-05	-1.34805493762082E-03	9.25785418872824E-04	-8.40149204799673E-01	4.67699014134251E-05	3.39265823909077E-03	-3.32651707404800E-03	-4.44116635494720E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.03000000000000E+02	1.80000000000000E+02	4.97881409610325E-02	8.30253141049148E-02	-8.33783695472208E-02	-1.78482364952330E+04	-6.14841280454470E+04	5.12823000000000E+01	3.52104458968966E-05	1.91203237958498E-03	-1.62300075559030E-03	-1.53385196605814E+00	3.12318113482868E-05	3.86258897087001E-03	-3.68824262401538E-03	-3.97548951927820E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.07000000000000E+02	1.80000000000000E+02	4.98233514069294E-02	8.49373464844998E-02	-8.50013703028111E-02	-1.78497703471990E+04	-6.14841280454471E+04	5.76975000000000E+01	3.25326494413983E-05	-1.86694894570849E-05	-1.36488702493373E-04	-1.78436663773027E+00	1.94343127179475E-05	2.91875880912040E-03	-2.79311312013546E-03	-2.99553389269204E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.11000000000000E+02	1.80000000000000E+02	4.98558840563708E-02	8.49186769950427E-02	-8.51378590053045E-02	-1.78515547138368E+04	-6.14841280454471E+04	6.30316000000000E+01	2.71239161625525E-05	3.63672722833261E-04	-3.05935111913902E-04	-1.73380303037993E+00	1.37891663430298E-05	1.76341018850137E-03	-1.62207759182563E-03	-1.77597899789907E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.15000000000000E+02	1.80000000000000E+02	4.98830079725334E-02	8.52823497178760E-02	-8.54437941172184E-02	-1.78532885168672E+04	-6.14841280454471E+04	7.07893000000000E+01	2.58932842957874E-05	-7.35518947258401E-05	3.96586365410539E-05	-1.70423946719166E+00	1.40757958518589E-05	1.03873156122733E-03	-9.08314099755253E-04	-6.55984019689640E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.19000000000000E+02	1.80000000000000E+02	4.99089012568292E-02	8.52087978231502E-02	-8.54041354806773E-02	-1.78549927563343E+04	-6.14841280454471E+04	7.82263000000000E+01	3.25523219806348E-05	6.46543826825580E-04	-6.30067492967179E-04	-6.42982443310757E-01	1.51649969720932E-05	5.49224193930040E-04	-4.09579010056976E-04	3.76967456770217E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.23000000000000E+02	1.80000000000000E+02	4.99414535788098E-02	8.58553416499757E-02	-8.60342029736445E-02	-1.78556357387777E+04	-6.14841280454472E+04	8.54944000000000E+01	3.72396765101063E-05	5.71529655452790E-04	-5.70053333985257E-04	-5.82522979249916E-01	1.56740517109483E-05	-1.25958758174935E-04	2.77494276836335E-04	6.98950922680524E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.27000000000000E+02	1.80000000000000E+02	4.99786932553199E-02	8.64268713054285E-02	-8.66042563076298E-02	-1.78562182617569E+04	-6.14841280454471E+04	9.41044000000000E+01	4.34687831248406E-05	-1.79278158005003E-04	1.87884294526944E-04	-1.36033097136897E+00	1.82599281731838E-05	-3.74852046100244E-04	5.14163539628826E-04	7.56807333611505E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.31000000000000E+02	1.80000000000000E+02	5.00221620384447E-02	8.62475931474235E-02	-8.64163720131028E-02	-1.78575785927283E+04	-6.14841280454471E+04	1.05380600000000E+02	3.84872786456797E-05	-9.42091786397078E-04	9.52183132996887E-04	-3.44264397041115E-01	1.53284775621029E-05	-4.25561109400077E-04	5.37478216230777E-04	2.03212215679014E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.35000000000000E+02	1.80000000000000E+02	5.00606493170904E-02	8.53055013610264E-02	-8.54641888801059E-02	-1.78579228571253E+04	-6.14841280454472E+04	1.10908500000000E+02	1.98674499955684E-05	-6.63476777908206E-04	6.65663595358232E-04	9.15399381370662E-01	8.18647456329868E-06	3.16627109905154E-04	-2.20140744403199E-04	2.20203107484122E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.39000000000000E+02	1.80000000000000E+02	5.00805167670860E-02	8.46420245831182E-02	-8.47985252847477E-02	-1.78570074577439E+04	-6.14841280454471E+04	1.18971300000000E+02	4.56217950110111E-06	-2.00638265355602E-04	1.97036433080736E-04	1.54166611658002E+00	3.95368369640603E-06	1.27219194832155E-03	-1.17531233886381E-03	8.83604750841187E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.43000000000000E+02	1.80000000000000E+02	5.00850789465871E-02	8.44413863177626E-02	-8.46014888516670E-02	-1.78554657916274E+04	-6.14841280454471E+04	1.30361900000000E+02	2.18772736572392E-06	-1.31574790767697E-04	1.29482507242901E-04	1.22621727285150E+00	5.83479587266955E-06	1.92460175066492E-03	-1.81832008189012E-03	-5.22165415819472E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.47000000000000E+02	1.80000000000000E+02	5.00872666739528E-02	8.43098115269949E-02	-8.44720063444241E-02	-1.78542395743545E+04	-6.14841280454471E+04	1.40050900000000E+02	5.00503939841052E-06	-1.94588885965227E-04	1.95878225346405E-04	5.72739193350571E-01	9.65827271959957E-06	2.40876644474071E-03	-2.29195274387808E-03	-9.23036217482149E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.51000000000000E+02	1.80000000000000E+02	5.00922717133512E-02	8.41152226410297E-02	-8.42761281190777E-02	-1.78536668351612E+04	-6.14841280454471E+04	1.50677400000000E+02	6.11369951379615E-06	-1.97220479290383E-04	2.00651113744829E-04	3.81265302479733E-01	1.07269059863094E-05	2.84877783843544E-03	-2.72547079532610E-03	-1.23641056172346E-01
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.55000000000000E+02	1.80000000000000E+02	5.00983854128650E-02	8.39180021617393E-02	-8.40754770053328E-02	-1.78532855698587E+04	-6.14841280454471E+04	1.68517300000000E+02	4.75813411779380E-06	-1.51409326858337E-04	1.56889430322424E-04	7.68636603297637E-01	7.97306527371144E-06	3.17193068522968E-03	-3.04543457614331E-03	1.37468541333874E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.59000000000000E+02	1.80000000000000E+02	5.01031435469828E-02	8.37665928348810E-02	-8.39185875750104E-02	-1.78525169332554E+04	-6.14841280454470E+04	1.78813600000000E+02	2.81383914585431E-06	-1.69943315893498E-04	1.75008153429551E-04	1.39472898831082E+00	4.18355355643468E-06	3.35526518899681E-03	-3.22912354863308E-03	2.84992785593204E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.63000000000000E+02	1.80000000000000E+02	5.01059573861287E-02	8.35966495189875E-02	-8.37435794215809E-02	-1.78511222042671E+04	-6.14841280454471E+04	1.89284200000000E+02	1.50836399200049E-06	-2.53123205970665E-04	2.55858207386050E-04	1.67672117930124E+00	2.14621692589539E-06	3.53549665275654E-03	-3.41191833392768E-03	3.64874683085145E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.67000000000000E+02	1.80000000000000E+02	5.01074657501207E-02	8.33435263130168E-02	-8.34877212141948E-02	-1.78494454830878E+04	-6.14841280454471E+04	2.01326300000000E+02	8.11762990715614E-07	-2.55901079885101E-04	2.56068821224614E-04	1.29646082315958E+00	1.98491607418527E-06	3.85460573916921E-03	-3.73296354750809E-03	3.55327775931801E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.71000000000000E+02	1.80000000000000E+02	5.01082775131114E-02	8.30876252331317E-02	-8.32316523929702E-02	-1.78481490222646E+04	-6.14841280454471E+04	2.17505800000000E+02	3.63474271923570E-07	-1.36948604734066E-04	1.35779557475332E-04	6.07730220748636E-01	2.58094859974939E-06	4.22214958897414E-03	-4.10055693528474E-03	3.00236295141076E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.75000000000000E+02	1.80000000000000E+02	5.01086409873833E-02	8.29506766283977E-02	-8.30958728354949E-02	-1.78475412920439E+04	-6.14841280454471E+04	2.32935800000000E+02	1.41047645570158E-07	-1.19647759525693E-05	1.08710262701761E-05	1.38415887300653E-01	3.19903390872539E-06	4.42513469004753E-03	-4.30264614695830E-03	2.61356595807229E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.79000000000000E+02	1.80000000000000E+02	5.01087820350289E-02	8.29387118524451E-02	-8.30850018092247E-02	-1.78474028761566E+04	-6.14841280454471E+04	2.49267500000000E+02	1.07286533032602E-07	3.07475748774072E-05	-3.13695933173846E-05	2.84802657915861E-03	3.55772667767068E-06	4.42086884074482E-03	-4.29793815833564E-03	2.56750689254113E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.83000000000000E+02	1.80000000000000E+02	5.01088893215619E-02	8.29694594273225E-02	-8.31163714025421E-02	-1.78474000281300E+04	-6.14841280454472E+04	2.66404700000000E+02	1.05530476787741E-07	1.66548099785613E-05	-1.70131880289082E-05	1.11255049014289E-02	3.64032975164186E-06	4.34187119176516E-03	-4.21907943741738E-03	2.66131936458987E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.87000000000000E+02	1.80000000000000E+02	5.01089948520387E-02	8.29861142373010E-02	-8.31333845905710E-02	-1.78473889026251E+04	-6.14841280454472E+04	2.82485000000000E+02	6.95344352652505E-08	-3.91186836534718E-08	-1.01355169340733E-07	1.97082042504917E-02	3.58956291938994E-06	4.29526138015959E-03	-4.17259583589207E-03	2.71907226286930E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.91000000000000E+02	1.80000000000000E+02	5.01090643864740E-02	8.29860751186174E-02	-8.31334859457403E-02	-1.78473691944208E+04	-6.14841280454471E+04	2.96500700000000E+02	2.86371117097506E-08	-3.70393447314543E-06	3.63500716729637E-06	1.10647826695640E-02	3.53494342376914E-06	4.28847007698419E-03	-4.16598306476017E-03	2.72502975607858E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.95000000000000E+02	1.80000000000000E+02	5.01090930235857E-02	8.29823711841443E-02	-8.31298509385730E-02	-1.78473581296382E+04	-6.14841280454471E+04	3.18817700000000E+02	6.81599620494522E-09	-1.87943085420972E-06	1.82058658472484E-06	3.08747247981955E-03	3.51435528767041E-06	4.29363264679573E-03	-4.17117079827863E-03	2.71699271973921E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	1.99000000000000E+02	1.80000000000000E+02	5.01090998395819E-02	8.29804917532900E-02	-8.31280303519883E-02	-1.78473550421657E+04	-6.14841280454472E+04	3.35370900000000E+02	3.98171155768789E-10	-4.37728556026973E-07	4.02861917644937E-07	-1.33340399770532E-05	3.51295738520302E-06	4.29654654301247E-03	-4.17409815757401E-03	2.71331340574034E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.03000000000000E+02	1.80000000000000E+02	5.01091002377530E-02	8.29800540247340E-02	-8.31276274900707E-02	-1.78473550554997E+04	-6.14841280454471E+04	3.58565800000000E+02	-4.44867205573463E-10	-2.06563120219716E-08	1.67427938041476E-08	-1.11824010673445E-05	3.51527672406982E-06	4.29692859532957E-03	-4.17446377347806E-03	2.71349722924060E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.07000000000000E+02	1.80000000000000E+02	5.01090997928858E-02	8.29800333684220E-02	-8.31276107472769E-02	-1.78473550666821E+04	-6.14841280454472E+04	3.86056500000000E+02	2.50076105656749E-10	2.98155763966967E-08	-1.24723542466176E-08	-1.78604386746883E-05	3.51676943452506E-06	4.29675598900908E-03	-4.17427062584928E-03	2.71377134086288E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.11000000000000E+02	1.80000000000000E+02	5.01091000429619E-02	8.29800631839984E-02	-8.31276232196311E-02	-1.78473550845426E+04	-6.14841280454471E+04	4.06659700000000E+02	9.12719899659464E-11	-1.63443190509538E-08	-3.59579634123808E-09	-4.10518805438187E-05	3.51673233445898E-06	4.29664991959115E-03	-4.17418408775966E-03	2.71389361868933E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.15000000000000E+02	1.80000000000000E+02	5.01091001342339E-02	8.29800468396793E-02	-8.31276268154274E-02	-1.78473551255944E+04	-6.14841280454471E+04	4.22421500000000E+02	8.04021849099001E-11	3.53171656641837E-08	-2.78417233712247E-10	1.64490818860941E-04	3.51668666095928E-06	4.29665183518757E-03	-4.17417392369258E-03	2.71408502927079E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.19000000000000E+02	1.80000000000000E+02	5.01091002146361E-02	8.29800821568450E-02	-8.31276270938447E-02	-1.78473549611036E+04	-6.14841280454471E+04	4.41969900000000E+02	-1.53074650177665E-10	4.43022893370504E-09	3.62276555976315E-10	3.04772911476903E-05	3.51616610734518E-06	4.29662281023031E-03	-4.17417576272224E-03	2.71386316409189E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.23000000000000E+02	1.80000000000000E+02	5.01091000615615E-02	8.29800865870739E-02	-8.31276267315681E-02	-1.78473549306263E+04	-6.14841280454471E+04	4.65737800000000E+02	-1.32742983272038E-11	-7.53944015552399E-09	1.01881525438330E-09	-1.11485129309585E-04	3.51672639312128E-06	4.29659618369221E-03	-4.17417900166385E-03	2.71377589543044E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.27000000000000E+02	1.80000000000000E+02	5.01091000482872E-02	8.29800790476338E-02	-8.31276257127529E-02	-1.78473550421115E+04	-6.14841280454471E+04	4.97494900000000E+02	1.73624357946434E-10	-3.02860049122833E-08	1.39998106163386E-09	1.32869008666603E-04	3.51671106583323E-06	4.29664326109802E-03	-4.17418096613240E-03	2.71404699140840E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.31000000000000E+02	1.80000000000000E+02	5.01091002219115E-02	8.29800487616289E-02	-8.31276243127718E-02	-1.78473549092425E+04	-6.14841280454469E+04	5.21386500000000E+02	6.93753804403841E-11	2.21003615130666E-08	-1.95689806026245E-09	-6.54482792015187E-05	3.51654157453030E-06	4.29664961681714E-03	-4.17418279403707E-03	2.71382580061254E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.35000000000000E+02	1.80000000000000E+02	5.01091002912869E-02	8.29800708619904E-02	-8.31276262696699E-02	-1.78473549746907E+04	-6.14841280454471E+04	5.44365600000000E+02	-2.03131129972167E-10	-1.68247512866149E-08	1.49524595483008E-09	1.00681791082025E-05	3.51631245826961E-06	4.29663497624279E-03	-4.17418208122824E-03	2.71389723721950E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.39000000000000E+02	1.80000000000000E+02	5.01091000881558E-02	8.29800540372391E-02	-8.31276247744239E-02	-1.78473549646226E+04	-6.14841280454470E+04	5.79461500000000E+02	3.81054424125615E-11	1.31403016523368E-08	-1.81922185649164E-10	-9.21399478102103E-05	3.51681844796420E-06	4.29663887013118E-03	-4.17418451587233E-03	2.71386364494174E+00
1.00000000000000E-05	0.00000000000000E+00	1.50000000000000E+01	2.43000000000000E+02	1.80000000000000E+02	5.01091001262612E-02	8.29800671775408E-02	-8.31276249563461E-02	-1.78473550567625E+04	-6.14841280454468E+04	6.07762200000000E+02	3.81054424125615E-11	1.31403016523368E-08	-1.81922185649164E-10	-9.21399478102103E-05	3.51652266669666E-06	4.29665007289377E-03	-4.17418079174292E-03	2.71390308732953E+00
																		
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.50000000000000E+01	1.80000000000000E+02	4.79130754570540E-02	-1.67573436955672E+00	3.28818639318337E+00	-1.37353207703610E+04	-6.14840969196736E+04	5.75700000000000E-01	2.14177070638886E-03	1.33625595804245E+00	-2.96556310259682E+00	-2.07373071650421E+03	2.27558612974077E-05	-3.84323378771700E-03	1.38727106495917E-02	-4.57143970475954E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.90000000000000E+01	1.80000000000000E+02	5.00548461634428E-02	-3.39478411514269E-01	3.22623290586548E-01	-1.58090514868652E+04	-6.14841283662561E+04	9.61200000000000E-01	2.33146302399893E-04	3.78654283427785E-01	-4.02189661976799E-01	-8.33380760311698E+02	3.64995770271090E-05	6.07221413450310E-03	-7.31277169653272E-03	-5.17739469387925E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.30000000000000E+01	1.80000000000000E+02	5.02879924658427E-02	3.91758719135158E-02	-7.95663713902504E-02	-1.66424322471769E+04	-6.14841280358778E+04	1.55740000000000E+00	-2.51505378799560E-04	1.07129685456663E-01	-9.16387057562814E-02	-5.07708195481162E+02	9.77701825538649E-05	1.67316551663111E-02	-1.95669077592089E-02	-1.80761428498336E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.70000000000000E+01	1.80000000000000E+02	5.00364870870432E-02	1.46305557370179E-01	-1.71205077146532E-01	-1.71501404426580E+04	-6.14841280459904E+04	2.42680000000000E+00	-2.10841260687489E-04	-4.98840247266568E-02	6.70555122213572E-02	-3.52274319554541E+02	3.51206391380351E-04	2.59512237533036E-02	-2.77801603471735E-02	1.68791710100086E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	3.10000000000000E+01	1.80000000000000E+02	4.98256458263557E-02	9.64215326435224E-02	-1.04149564925175E-01	-1.75024147622126E+04	-6.14841280454531E+04	3.47090000000000E+00	-7.05782349701353E-05	-1.20200474967809E-01	1.34859813419108E-01	-1.28496868186779E+02	3.45473157508089E-04	-1.71983856575093E-02	2.11408066414153E-02	5.30343589905424E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	3.50000000000000E+01	1.80000000000000E+02	4.97550675913855E-02	-2.37789423242863E-02	3.07102484939336E-02	-1.76309116303994E+04	-6.14841280454490E+04	4.75550000000000E+00	-4.39841779512964E-05	-3.48641825880273E-02	3.47494953756852E-02	-1.38199102154213E+01	7.05476805430913E-05	-4.27019813957738E-02	4.31353170985963E-02	5.15046274937922E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	3.90000000000000E+01	1.80000000000000E+02	4.97110834134342E-02	-5.86431249123136E-02	6.54597438696187E-02	-1.76447315406148E+04	-6.14841280454488E+04	6.52360000000000E+00	-4.48493636851510E-05	6.72023328489362E-02	-7.39860233392313E-02	-2.53582406319292E+01	-5.23733971559692E-05	-1.87478600977363E-02	1.76668868950924E-02	-7.61672166736280E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	4.30000000000000E+01	1.80000000000000E+02	4.96662340497491E-02	8.55920793662265E-03	-8.52627946961251E-03	-1.76700897812467E+04	-6.14841280454488E+04	8.59880000000000E+00	-2.69168525373828E-05	4.40452958380665E-02	-4.60271589211459E-02	-6.82630853602896E+01	8.91852858060649E-06	-2.09798771924136E-02	2.18212778157417E-02	-1.05936588130578E+02
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	4.70000000000000E+01	1.80000000000000E+02	4.96393171972117E-02	5.26045037746891E-02	-5.45534383907584E-02	-1.77383528666070E+04	-6.14841280454488E+04	1.08395000000000E+01	-6.93325937954695E-05	1.33723439837451E-02	-1.32031390698083E-02	-7.13082275855886E+01	3.23026799207912E-05	-1.51264919098060E-03	2.07253257422064E-03	-5.53598616779200E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	5.10000000000000E+01	1.80000000000000E+02	4.95699846034162E-02	6.59768477584343E-02	-6.77565774605668E-02	-1.78096610941926E+04	-6.14841280454488E+04	1.36518000000000E+01	-8.29429199876511E-05	4.23596059572624E-03	-4.12824315927370E-03	-3.82908218412012E+01	-3.66758488566654E-06	1.31840467861064E-04	6.00643447592628E-04	-1.39110960581202E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	5.50000000000000E+01	1.80000000000000E+02	4.94870416834286E-02	7.02128083541605E-02	-7.18848206198404E-02	-1.78479519160338E+04	-6.14841280454488E+04	1.69129000000000E+01	-8.22307792816071E-05	3.35152203616089E-03	-3.96780186830352E-03	-2.79987812563486E+01	4.83378894863898E-05	-3.05187124938169E-03	3.88720419918448E-03	-1.40143628724400E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	5.90000000000000E+01	1.80000000000000E+02	4.94048109041470E-02	7.35643303903214E-02	-7.58526224881440E-02	-1.78759506972901E+04	-6.14841280454489E+04	2.05222000000000E+01	-6.38792227951532E-05	6.39954237515661E-03	-6.68624460788957E-03	-3.17233395709627E+01	1.02811437804468E-04	-9.93027441976570E-03	1.14895966136014E-02	-1.74132811916606E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	6.30000000000000E+01	1.80000000000000E+02	4.93409316813518E-02	7.99638727654780E-02	-8.25388670960335E-02	-1.79076740368611E+04	-6.14841280454488E+04	2.48821000000000E+01	-3.78277874241994E-05	1.13141131861938E-02	-1.15198556446945E-02	-2.56158337076668E+01	1.27329875771486E-04	-9.51417090310735E-03	1.09986195705446E-02	-8.59064630940702E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	6.70000000000000E+01	1.80000000000000E+02	4.93031038939276E-02	9.12779859516718E-02	-9.40587227407281E-02	-1.79332898705688E+04	-6.14841280454488E+04	2.90925000000000E+01	-1.19998871593863E-05	5.88116983210403E-03	-5.01066127204419E-03	-1.12208669285719E+01	1.48840925637266E-04	-9.97110164741831E-03	1.15148172620176E-02	7.42548145466935E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	7.10000000000000E+01	1.80000000000000E+02	4.92911040067682E-02	9.71591557837759E-02	-9.90693840127723E-02	-1.79445107374973E+04	-6.14841280454489E+04	3.43786000000000E+01	5.03138828263569E-05	-3.07860208324674E-03	3.83773400755369E-03	6.55964929968104E+00	1.59468132223728E-04	-1.00521000510717E-02	1.10869434950809E-02	1.71465793312891E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	7.50000000000000E+01	1.80000000000000E+02	4.93414178895946E-02	9.40805537005291E-02	-9.52316500052186E-02	-1.79379510881977E+04	-6.14841280454488E+04	4.06982000000000E+01	1.52618920466689E-04	-1.42023534611596E-02	1.50105067760788E-02	2.62614691693998E+01	1.42144706336139E-04	-2.56815845273023E-03	2.42955743194814E-03	2.11762484638602E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	7.90000000000000E+01	1.80000000000000E+02	4.94940368100613E-02	7.98782002393696E-02	-8.02211432291398E-02	-1.79116896190283E+04	-6.14841280454488E+04	4.68207000000000E+01	1.18047152150726E-04	-1.16003232770642E-03	1.40405892516519E-03	2.00668785378111E+01	9.06016093744147E-05	1.14285885687296E-02	-1.21740273692353E-02	2.35558835009288E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	8.30000000000000E+01	1.80000000000000E+02	4.96120839622120E-02	7.87181679116631E-02	-7.88170843039746E-02	-1.78916227404904E+04	-6.14841280454488E+04	5.50012000000000E+01	7.50223438872599E-05	4.51802384715647E-03	-4.39031104214742E-03	9.78180933339900E+00	5.34749550937866E-05	6.79205504225905E-03	-7.22634924777169E-03	1.24155190458987E+01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	8.70000000000000E+01	1.80000000000000E+02	4.96871063060993E-02	8.32361917588196E-02	-8.32073953461220E-02	-1.78818409311570E+04	-6.14841280454488E+04	6.31410000000000E+01	5.80999388572340E-05	2.39919130715251E-03	-2.52189301004072E-03	2.22846044183607E+01	2.61820949124664E-05	1.23938871864658E-03	-1.74569994194253E-03	6.09421671581003E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	9.10000000000000E+01	1.80000000000000E+02	4.97452062449565E-02	8.56353830659721E-02	-8.57292883561627E-02	-1.78595563267387E+04	-6.14841280454488E+04	7.04490000000000E+01	2.41275418302045E-05	5.75020876409787E-05	7.94780383971683E-05	5.52465052924890E+00	3.20881275418447E-05	-6.98442251348505E-04	5.41873933026279E-04	-9.38449761171796E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	9.50000000000000E+01	1.80000000000000E+02	4.97693337867867E-02	8.56928851536131E-02	-8.56498103177656E-02	-1.78540316762094E+04	-6.14841280454488E+04	8.16586000000000E+01	2.82620863371816E-05	2.07314212801332E-03	-1.98086172237608E-03	2.19416382630152E+00	3.59008806886316E-05	-2.42509678646233E-03	2.40227035784772E-03	-2.69175896999877E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	9.90000000000000E+01	1.80000000000000E+02	4.97975958731239E-02	8.77660272816264E-02	-8.76306720401417E-02	-1.78518375123831E+04	-6.14841280454488E+04	9.08657000000000E+01	2.17768992569270E-05	-8.78124205841574E-04	5.64059868905453E-04	-3.74472369130672E-01	3.59326937408450E-05	-3.25042773172346E-03	3.20973936189178E-03	-3.63960150414277E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.03000000000000E+02	1.80000000000000E+02	4.98193727723808E-02	8.68879030757848E-02	-8.70666121712362E-02	-1.78522119847523E+04	-6.14841280454488E+04	1.05030000000000E+02	2.34129472665573E-05	9.68202217835376E-04	-7.27871251710380E-04	-5.53896339471976E-01	3.36524055669710E-05	-3.22169131780420E-03	3.28747798346204E-03	-3.75510088801093E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.07000000000000E+02	1.80000000000000E+02	4.98427857196474E-02	8.78561052936202E-02	-8.77944834229466E-02	-1.78527658810917E+04	-6.14841280454488E+04	1.11601100000000E+02	2.68875030664806E-05	-1.17401811007611E-03	1.03454682581645E-03	-5.64811742937309E-01	2.61443784911608E-05	-2.87238145830541E-03	2.90604627294805E-03	-3.69786220382957E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.11000000000000E+02	1.80000000000000E+02	4.98696732227139E-02	8.66820871835441E-02	-8.67599365971301E-02	-1.78533306928347E+04	-6.14841280454488E+04	1.23635900000000E+02	2.74105456713816E-05	-3.61005904440784E-04	4.07828380156475E-04	-6.13808052170498E-01	1.75235736915927E-05	-1.45500334129159E-03	1.50433102197324E-03	-4.09771362492029E+00
