nu / v D_11 D_31
   1.000000000000002e-05    4.310357562878793e-01    6.738607360577324e-02
   1.635430285249612e-05    2.642712854443130e-01    4.565726599768424e-02
   2.674632217911621e-05    1.622263607266526e-01    2.332899252052972e-02
   4.374174531076978e-05    9.971083420564147e-02   -3.317690660832207e-03
   7.153657501090787e-05    6.136833216458498e-02   -3.450307155099512e-02
   1.169930812758690e-04    3.783215088094945e-02   -6.011278467518886e-02
   1.913340282832244e-04    2.338078738502628e-02   -7.059590684126414e-02
   3.129134644531902e-04    1.451571292316921e-02   -6.637012695535034e-02
   5.117481564291230e-04    9.096289476114355e-03   -5.434861422499110e-02
   8.369284334448417e-04    5.813020858653770e-03   -4.129843338352902e-02
   1.368738106642203e-03    3.865810147395208e-03   -3.086370028560033e-02
   2.238475752177866e-03    2.768251887042241e-03   -2.389905056163590e-02
   3.660871037908571e-03    2.228622699910316e-03   -1.979356207904457e-02
   5.987099365788843e-03    2.075765974784625e-03   -1.750337353457286e-02
   9.791483623609777e-03    2.209947593665515e-03   -1.623825740090924e-02
   1.601328885557700e-02    2.567349225676202e-03   -1.514051155729695e-02
   2.618861756086062e-02    3.105049719208629e-03   -1.319394103198744e-02
   4.282965828785117e-02    3.853736410022697e-03   -1.011390745857762e-02
   7.004492027084357e-02    4.980372026401598e-03   -6.703407271719902e-03
   1.145535839388316e-01    6.771143700992237e-03   -3.791854674848931e-03
   1.873444004574482e-01    9.748183198030811e-03   -1.814117464912479e-03
   3.063887062800407e-01    1.485057362275511e-02   -7.639877117762091e-04
   5.010773693088248e-01    2.351056944580346e-02   -2.999825872427854e-04
   8.194771050208539e-01    3.794248929105904e-02   -1.140457839224246e-04
   1.340197675619777e+00    6.173325649953125e-02   -4.276623832964699e-05
   2.191799866929712e+00    1.007630051250954e-01   -1.594309422510900e-05
   3.584535881582907e+00    1.646695136417620e-01   -5.908604546254736e-06
   5.862258539304581e+00    2.692311410818886e-01   -2.158242123156331e-06
   9.587315155141829e+00    4.402632485017013e-01   -7.564004855024764e-07
   1.567938555895148e+01    7.199920110931560e-01   -2.323353505785959e-07
   2.564254199721458e+01    1.177479715486231e+00   -3.640623890788901e-08
   4.193658977302965e+01    1.925675576614475e+00    3.684852759366641e-08
   6.858436897490155e+01    3.149301791937634e+00    6.423677816136145e-08
   1.121649541162875e+02    5.150459635571312e+00    7.447602302914343e-08
   1.834379629054091e+02    8.423215290945810e+00    7.830502407610696e-08
   2.999999999999999e+02    1.377557993069785e+01    7.973653795638940e-08
