              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1500000000000000E+02   0.1200000000000000E+03   0.1436169131852792E-01  -0.1701682666078953E-01   0.2510955203725315E-01  -0.3643992649959899E+05  -0.6628557165245651E+05   0.2932000000000000E+00   0.1955610000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1900000000000000E+02   0.1200000000000000E+03   0.1431650821388545E-01   0.1444335287084479E+00  -0.1484443893354984E+00  -0.3688403474375320E+05  -0.6628557164238110E+05   0.3791000000000000E+00   0.3234279999999999E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2300000000000000E+02   0.1200000000000000E+03   0.1479717621178144E-01   0.1806095473945272E+00  -0.1815638978109205E+00  -0.3719691905813228E+05  -0.6628557164196267E+05   0.5808000000000000E+00   0.5233970000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2700000000000000E+02   0.1200000000000000E+03   0.1450389065363640E-01   0.2449553450105718E+00  -0.2463453918521956E+00  -0.3741206213802155E+05  -0.6628557164195877E+05   0.8511000000000000E+00   0.7955309999999998E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3100000000000000E+02   0.1200000000000000E+03   0.1460127866873687E-01   0.2430443483490528E+00  -0.2433618555801300E+00  -0.3747491232730022E+05  -0.6628557164195871E+05   0.1187700000000000E+01   0.1130524000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3500000000000000E+02   0.1200000000000000E+03   0.1464591523003359E-01   0.2507356396848493E+00  -0.2523639556293475E+00  -0.3753135021933808E+05  -0.6628557164195877E+05   0.2044500000000000E+01   0.1983537000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3900000000000000E+02   0.1200000000000000E+03   0.1468195108841603E-01   0.2332326007473557E+00  -0.2343990015351150E+00  -0.3749415056344427E+05  -0.6628557164195877E+05   0.2191400000000000E+01   0.2131986000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4300000000000000E+02   0.1200000000000000E+03   0.1471486066320807E-01   0.2326921796124109E+00  -0.2334392514174207E+00  -0.3751304832871511E+05  -0.6628557164195870E+05   0.2788200000000000E+01   0.2726301999999999E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4700000000000000E+02   0.1200000000000000E+03   0.1470913210159023E-01   0.2381223030587081E+00  -0.2388512115137433E+00  -0.3753613440819979E+05  -0.6628557164195877E+05   0.3527700000000000E+01   0.3463128000000001E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5100000000000000E+02   0.1200000000000000E+03   0.1471253473693469E-01   0.2415591190351918E+00  -0.2423061879619558E+00  -0.3755783102960195E+05  -0.6628557164195871E+05   0.4477800000000000E+01   0.4409566000000002E+01
