              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.2000000000000000E+02   0.7624827557788885E-01   0.2558729786662806E-01  -0.2558811897369119E-01  -0.8731879102141165E+04  -0.6148412804544887E+05   0.2617190000000000E+02   0.2603068900000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.4000000000000000E+02   0.5749963273218565E-01   0.2426676830424700E+00  -0.2426672829812796E+00  -0.1409334220551576E+05  -0.6148412804544887E+05   0.4927100000000000E+02   0.4909428900000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.6000000000000000E+02   0.5407860721485579E-01   0.2285463801508375E+00  -0.2285457776531725E+00  -0.1590060777399666E+05  -0.6148412804544887E+05   0.7307110000000000E+02   0.7281000100000001E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.8000000000000000E+02   0.5256871926295305E-01   0.1611185874125601E+00  -0.1611198729748156E+00  -0.1673461614599426E+05  -0.6148412804544887E+05   0.9676000000000001E+02   0.9641262900000001E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.1000000000000000E+03   0.5167080452254797E-01   0.1083748740004964E+00  -0.1083853715098586E+00  -0.1718940885668977E+05  -0.6148412804544887E+05   0.1203965000000000E+03   0.1199643830000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.1200000000000000E+03   0.5106768586850685E-01   0.8332447372997634E-01  -0.8336362932152867E-01  -0.1746275110139883E+05  -0.6148412804544887E+05   0.1440594000000000E+03   0.1435416210000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.1400000000000000E+03   0.5064148697149770E-01   0.7862333253396001E-01  -0.7870055427213374E-01  -0.1763950338680708E+05  -0.6148412804544887E+05   0.1678613000000000E+03   0.1672588020000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.1600000000000000E+03   0.5032530713466539E-01   0.8126211720038543E-01  -0.8135658528011117E-01  -0.1776918908562862E+05  -0.6148412804544887E+05   0.1915477000000000E+03   0.1908607500000001E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.1800000000000000E+03   0.5006883579165373E-01   0.8562212847093159E-01  -0.8568432962450914E-01  -0.1785572082605047E+05  -0.6148412804544887E+05   0.2149154000000000E+03   0.2141420919999999E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1900000000000000E+02   0.1350000000000000E+03   0.2000000000000000E+03   0.4979519623147584E-01   0.8825105153108344E-01  -0.8822516314989239E-01  -0.1791613356310263E+05  -0.6148412804544887E+05   0.2391886000000000E+03   0.2383284460000000E+03
