              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1190000000000000E+03   0.1800000000000000E+03   0.4990890176282292E-01   0.8520880879941357E-01  -0.8540413504573903E-01   0.1785499270278176E+05   0.6148412804544708E+05   0.2098720000000000E+02   0.1657412760000000E+03
   0.1000000000000000E-04   0.1000000000000000E-02   0.1500000000000000E+02   0.1190000000000000E+03   0.1800000000000000E+03   0.1194394220172185E-03   0.1886834961342076E-01  -0.1882787878405750E-01   0.1787514907957840E+05   0.6148412804544708E+05   0.2065490000000000E+02   0.1646899460000000E+03
