              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1500000000000000E+02   0.1800000000000000E+03   0.1433151463839780E-01  -0.1662205326094130E-01   0.2469201213551449E-01  -0.3644016049444104E+05  -0.6628557165245651E+05   0.4643000000000000E+00   0.3167230000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1900000000000000E+02   0.1800000000000000E+03   0.1421423158594238E-01   0.1436640105039280E+00  -0.1474535402449660E+00  -0.3688415773802993E+05  -0.6628557164238110E+05   0.5673000000000000E+00   0.4837070000000001E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2300000000000000E+02   0.1800000000000000E+03   0.1464880067336380E-01   0.1845878994707967E+00  -0.1857022647957426E+00  -0.3720236580833665E+05  -0.6628557164196267E+05   0.8613000000000000E+00   0.7749510000000001E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2700000000000000E+02   0.1800000000000000E+03   0.1437592798790220E-01   0.2482068976475089E+00  -0.2496097925615160E+00  -0.3746440178289812E+05  -0.6628557164195877E+05   0.1265300000000000E+01   0.1180456000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3100000000000000E+02   0.1800000000000000E+03   0.1432167205485978E-01   0.2585690441118557E+00  -0.2596547432572082E+00  -0.3768666920706442E+05  -0.6628557164195871E+05   0.1756800000000000E+01   0.1670641000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3500000000000000E+02   0.1800000000000000E+03   0.1435401799917147E-01   0.2593938595098692E+00  -0.2605991911452780E+00  -0.3780047023898769E+05  -0.6628557164195877E+05   0.2690400000000000E+01   0.2599926000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3900000000000000E+02   0.1800000000000000E+03   0.1438837857150853E-01   0.2514498916886506E+00  -0.2527097057610678E+00  -0.3779543968726684E+05  -0.6628557164195877E+05   0.3201600000000000E+01   0.3112528999999999E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4300000000000000E+02   0.1800000000000000E+03   0.1442021231373184E-01   0.2481735874871746E+00  -0.2492885953248008E+00  -0.3778709144467839E+05  -0.6628557164195870E+05   0.4116300000000000E+01   0.4024249000000001E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4700000000000000E+02   0.1800000000000000E+03   0.1439963381888507E-01   0.2548840665301172E+00  -0.2559895092176119E+00  -0.3781143308209920E+05  -0.6628557164195877E+05   0.5234100000000000E+01   0.5138074999999999E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5100000000000000E+02   0.1800000000000000E+03   0.1439701605738160E-01   0.2593556386161713E+00  -0.2603941722115338E+00  -0.3783757825264601E+05  -0.6628557164195871E+05   0.6688400000000000E+01   0.6588888999999998E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5500000000000000E+02   0.1800000000000000E+03   0.1440081971441544E-01   0.2646886878981249E+00  -0.2658089268229275E+00  -0.3786769073630071E+05  -0.6628557164195874E+05   0.8192800000000000E+01   0.8090322999999998E+01
