              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.6500000000000000E+02   0.2400000000000000E+03   0.3032379818594911E-01  -0.4823604671927067E-01   0.4769283519947477E-01  -0.1905598049773266E+05  -0.6162655171808397E+05   0.2022300000000000E+02   0.1996594700000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.7100000000000000E+02   0.2400000000000000E+03   0.3027886006254087E-01  -0.2845019421156789E-01   0.2808493074544227E-01  -0.1905721810731456E+05  -0.6162655171808405E+05   0.2368710000000000E+02   0.2348208300000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.7500000000000000E+02   0.2400000000000000E+03   0.3024452537314962E-01  -0.2208142015204108E-01   0.2185595492353691E-01  -0.1906006960630521E+05  -0.6162655171808398E+05   0.2811190000000000E+02   0.2787750500000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.8100000000000000E+02   0.2400000000000000E+03   0.3020176151032656E-01  -0.1870557467943395E-01   0.1865045494869774E-01  -0.1906711530456745E+05  -0.6162655171808397E+05   0.3565950000000000E+02   0.3539656699999999E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.8500000000000000E+02   0.2400000000000000E+03   0.3018567889485953E-01  -0.1884169755092607E-01   0.1883915595213222E-01  -0.1907211341473987E+05  -0.6162655171808403E+05   0.3992420000000000E+02   0.3961806899999999E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.9100000000000000E+02   0.2400000000000000E+03   0.3017888769769045E-01  -0.1941410085072790E-01   0.1946084661289253E-01  -0.1907663342313784E+05  -0.6162655171808404E+05   0.4847410000000000E+02   0.4815724899999998E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.9500000000000000E+02   0.2400000000000000E+03   0.3019095269728491E-01  -0.1884485585655757E-01   0.1893204854306450E-01  -0.1907241598895830E+05  -0.6162655171808395E+05   0.5503830000000000E+02   0.5467605699999999E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1010000000000000E+03   0.2400000000000000E+03   0.3023103326873123E-01  -0.1722270337029650E-01   0.1738335328622458E-01  -0.1904714594906306E+05  -0.6162655171808396E+05   0.6569310000000000E+02   0.6528641000000002E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1110000000000000E+03   0.2400000000000000E+03   0.3029329700459183E-01  -0.1537458481052854E-01   0.1518673152009316E-01  -0.1902533156834199E+05  -0.6162655171808403E+05   0.8566580000000000E+02   0.8518506500000001E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1210000000000000E+03   0.2400000000000000E+03   0.3034727684584854E-01  -0.1286135038696060E-01   0.1279997689064059E-01  -0.1899494241625573E+05  -0.6162655171808395E+05   0.1113824000000000E+03   0.1108116930000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1310000000000000E+03   0.2400000000000000E+03   0.3037997209534625E-01  -0.1232937082841927E-01   0.1237684300314104E-01  -0.1898708111149024E+05  -0.6162655171808405E+05   0.1447394000000000E+03   0.1440763719999999E+03
