              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1500000000000000E+02   0.1600000000000000E+03   0.1455120942089256E+00  -0.7563566444729433E+01   0.1442192012670812E+02   0.3303877364573950E+05   0.2049469897322168E+06   0.2853000000000000E+00   0.3576172000000000E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1900000000000000E+02   0.1600000000000000E+03   0.1645797054688083E+00  -0.1732438346005649E+00  -0.1149180672272047E+00   0.4561553131800050E+05   0.2049470945541784E+06   0.2934000000000000E+00   0.4613496000000000E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.2300000000000000E+02   0.1600000000000000E+03   0.1637662425074548E+00   0.1023386120872018E+01  -0.1347137833258673E+01   0.5103303609897859E+05   0.2049470934529223E+06   0.3967000000000000E+00   0.6266983000000000E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.2700000000000000E+02   0.1600000000000000E+03   0.1638433148702511E+00   0.9784828331586657E+00  -0.1093122592814255E+01   0.5385871975875881E+05   0.2049470934866292E+06   0.5195000000000000E+00   0.8230606000000000E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3100000000000000E+02   0.1600000000000000E+03   0.1655738514869062E+00   0.5352079918494219E+00  -0.5586408241571219E+00   0.5534424690151007E+05   0.2049470934848379E+06   0.6781000000000000E+00   0.1075537900000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3500000000000000E+02   0.1600000000000000E+03   0.1650165508704216E+00   0.8758806421298507E-01  -0.9113974892371171E-01   0.5597535304135292E+05   0.2049470934848244E+06   0.9691000000000000E+00   0.1540052400000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3900000000000000E+02   0.1600000000000000E+03   0.1643827325858453E+00   0.2251132256023536E+00  -0.2527543230476259E+00   0.5644378707232627E+05   0.2049470934848237E+06   0.1164500000000000E+01   0.1850960500000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.4300000000000000E+02   0.1600000000000000E+03   0.1641331411413995E+00   0.3088919393648316E+00  -0.3366384480892601E+00   0.5700788410629465E+05   0.2049470934848237E+06   0.1468700000000000E+01   0.2337621700000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.4700000000000000E+02   0.1600000000000000E+03   0.1641978547640903E+00   0.2263692364891333E+00  -0.2407424302889662E+00   0.5753518465647673E+05   0.2049470934848237E+06   0.1763000000000000E+01   0.2807981100000001E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5100000000000000E+02   0.1600000000000000E+03   0.1639745625326799E+00   0.1578244414313161E+00  -0.1720104966549784E+00   0.5791423510275792E+05   0.2049470934848237E+06   0.2111100000000000E+01   0.3363489400000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5500000000000000E+02   0.1600000000000000E+03   0.1633830313527365E+00   0.1761083004353204E+00  -0.1927175150388266E+00   0.5818916622542373E+05   0.2049470934848237E+06   0.2590300000000000E+01   0.4128347299999999E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5900000000000000E+02   0.1600000000000000E+03   0.1626723031108906E+00   0.2118090253737283E+00  -0.2269930078429293E+00   0.5835656893720748E+05   0.2049470934848237E+06   0.2994700000000000E+01   0.4773311700000002E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.6500000000000000E+02   0.1600000000000000E+03   0.1631989637192380E+00   0.2033279107950786E+00  -0.2138188718573241E+00   0.5852595996107157E+05   0.2049470934848235E+06   0.3720600000000000E+01   0.5930902400000002E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.7100000000000000E+02   0.1600000000000000E+03   0.1650877245571137E+00   0.8931123092638857E-01  -0.8999839753296805E-01   0.5838037779746221E+05   0.2049470934848237E+06   0.4256900000000000E+01   0.6786087500000002E+02
