              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1500000000000000E+02   0.1600000000000000E+03   0.1433279657319699E-01  -0.1664327204389659E-01   0.2471451214454874E-01  -0.3644015975986893E+05  -0.6628557165245651E+05   0.3804000000000000E+00   0.2618180000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.1900000000000000E+02   0.1600000000000000E+03   0.1421815893886264E-01   0.1436929170816543E+00  -0.1474863000519552E+00  -0.3688415542742948E+05  -0.6628557164238110E+05   0.5195000000000000E+00   0.4453920000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2300000000000000E+02   0.1600000000000000E+03   0.1465760624746738E-01   0.1846511109098931E+00  -0.1857595160519986E+00  -0.3720233658178828E+05  -0.6628557164196267E+05   0.7802000000000000E+00   0.7073000000000000E+00
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.2700000000000000E+02   0.1600000000000000E+03   0.1438322085603203E-01   0.2484213698519032E+00  -0.2498331537711335E+00  -0.3746356749828317E+05  -0.6628557164195877E+05   0.1148700000000000E+01   0.1074270000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3100000000000000E+02   0.1600000000000000E+03   0.1434437317540849E-01   0.2588083939186974E+00  -0.2599687676033172E+00  -0.3768226182829062E+05  -0.6628557164195871E+05   0.1595800000000000E+01   0.1520245000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3500000000000000E+02   0.1600000000000000E+03   0.1438720575163681E-01   0.2562616427917693E+00  -0.2575059925718052E+00  -0.3778146039274133E+05  -0.6628557164195877E+05   0.2501400000000000E+01   0.2420599000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.3900000000000000E+02   0.1600000000000000E+03   0.1443022784472232E-01   0.2485398677384119E+00  -0.2496644624788241E+00  -0.3775232821176892E+05  -0.6628557164195877E+05   0.2946200000000000E+01   0.2868047000000001E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4300000000000000E+02   0.1600000000000000E+03   0.1447026716369963E-01   0.2471973499367185E+00  -0.2481651427895312E+00  -0.3775202347209852E+05  -0.6628557164195870E+05   0.3854100000000000E+01   0.3773306000000000E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.4700000000000000E+02   0.1600000000000000E+03   0.1445412243480088E-01   0.2533058560974049E+00  -0.2542734476442082E+00  -0.3776235463486796E+05  -0.6628557164195877E+05   0.4978500000000000E+01   0.4895622999999999E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5100000000000000E+02   0.1600000000000000E+03   0.1445743836504781E-01   0.2571917648402956E+00  -0.2581200884479323E+00  -0.3778813284776106E+05  -0.6628557164195871E+05   0.6217800000000000E+01   0.6130697999999999E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5500000000000000E+02   0.1600000000000000E+03   0.1445851427095790E-01   0.2620195787825576E+00  -0.2630244211955653E+00  -0.3781866808683205E+05  -0.6628557164195874E+05   0.7778400000000000E+01   0.7686275000000002E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.5900000000000000E+02   0.1600000000000000E+03   0.1445957228360821E-01   0.2658593753725000E+00  -0.2669124549657926E+00  -0.3784432637713905E+05  -0.6628557164195874E+05   0.9390100000000000E+01   0.9290415999999997E+01
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.6500000000000000E+02   0.1600000000000000E+03   0.1446318517508653E-01   0.2683434733408995E+00  -0.2694132904773731E+00  -0.3787579639783796E+05  -0.6628557164195878E+05   0.1242230000000000E+02   0.1231197600000000E+02
   0.1000000000000000E-04   0.3000000000000000E-03   0.1500000000000000E+02   0.7100000000000000E+02   0.1600000000000000E+03   0.1446519746010876E-01   0.2661125537734092E+00  -0.2671622295864317E+00  -0.3788469668881178E+05  -0.6628557164195867E+05   0.1569230000000000E+02   0.1555497000000000E+02
