              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.2000000000000000E+02   0.7624828482846155E-01   0.2558317872210150E-01  -0.2558337214205890E-01  -0.8731880205532996E+04  -0.6148412804544887E+05   0.7875910000000000E+02   0.7845769100000000E+02
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.4000000000000000E+02   0.5749966812125300E-01   0.2426654724460908E+00  -0.2426668136730221E+00  -0.1409334205946416E+05  -0.6148412804544887E+05   0.1504561000000000E+03   0.1499830330000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.6000000000000000E+02   0.5407865821236584E-01   0.2285432588073303E+00  -0.2285442128524023E+00  -0.1590060832364743E+05  -0.6148412804544887E+05   0.2227980000000000E+03   0.2220957640000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.8000000000000000E+02   0.5256859245881115E-01   0.1611258388360759E+00  -0.1611263014526205E+00  -0.1673461721841422E+05  -0.6148412804544887E+05   0.2951705000000000E+03   0.2942458020000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.1000000000000000E+03   0.5166991118480083E-01   0.1084585282979116E+00  -0.1084593359386897E+00  -0.1718939898556420E+05  -0.6148412804544887E+05   0.3675173000000000E+03   0.3663645080000000E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.1200000000000000E+03   0.5106464212137038E-01   0.8369772277446340E-01  -0.8370177017923992E-01  -0.1746270469153626E+05  -0.6148412804544887E+05   0.4396925000000000E+03   0.4383136850000001E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.1400000000000000E+03   0.5063593497388998E-01   0.7926338975284328E-01  -0.7927678414153218E-01  -0.1763858634347333E+05  -0.6148412804544887E+05   0.5123090000000000E+03   0.5107041330000002E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.1600000000000000E+03   0.5032519019953732E-01   0.8363876353259289E-01  -0.8366671529801381E-01  -0.1775856970725493E+05  -0.6148412804544887E+05   0.5837699000000000E+03   0.5819384949999999E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.1800000000000000E+03   0.5009279503174956E-01   0.8900886076394379E-01  -0.8905076971243479E-01  -0.1784732365934744E+05  -0.6148412804544887E+05   0.6560983000000000E+03   0.6540389930000001E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.2000000000000000E+03   0.4990851590038704E-01   0.9045625426288580E-01  -0.9048976896079254E-01  -0.1791862943679909E+05  -0.6148412804544887E+05   0.7283520000000000E+03   0.7260019830000001E+03
   0.1000000000000000E-04   0.0000000000000000E+00   0.2300000000000000E+02   0.1630000000000000E+03   0.2200000000000000E+03   0.4973969045532827E-01   0.9093708069794616E-01  -0.9097142329784173E-01  -0.1796696153448927E+05  -0.6148412804544887E+05   0.8005867000000000E+03   0.7980463569999997E+03
