              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1500000000000000E+02   0.1800000000000000E+03   0.1454867759803825E+00  -0.7561833731568687E+01   0.1441718611974133E+02   0.3303916962930275E+05   0.2049469897322168E+06   0.3055000000000000E+00   0.3886539000000000E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1900000000000000E+02   0.1800000000000000E+03   0.1645773856867226E+00  -0.1719967668510563E+00  -0.1166487522155554E+00   0.4561676382270834E+05   0.2049470945541784E+06   0.3160000000000000E+00   0.4968235000000001E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.2300000000000000E+02   0.1800000000000000E+03   0.1637595219929619E+00   0.1027673802514428E+01  -0.1352262499257386E+01   0.5103676088087363E+05   0.2049470934529223E+06   0.4386000000000000E+00   0.6932760999999999E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.2700000000000000E+02   0.1800000000000000E+03   0.1638334186434190E+00   0.9795626782175346E+00  -0.1094398404403089E+01   0.5386205282573412E+05   0.2049470934866292E+06   0.6012000000000000E+00   0.9523565000000001E+01
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3100000000000000E+02   0.1800000000000000E+03   0.1655455339592006E+00   0.5384791971220667E+00  -0.5632164847615989E+00   0.5535066401555169E+05   0.2049470934848379E+06   0.8065000000000000E+00   0.1278903100000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3500000000000000E+02   0.1800000000000000E+03   0.1649526102699622E+00   0.1013688320074618E+00  -0.1076904350541055E+00   0.5598438091624771E+05   0.2049470934848244E+06   0.1498100000000000E+01   0.1933146100000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.3900000000000000E+02   0.1800000000000000E+03   0.1643134905912901E+00   0.2431832136088773E+00  -0.2685755087324338E+00   0.5647215294984304E+05   0.2049470934848237E+06   0.1269700000000000E+01   0.2018335500000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.4300000000000000E+02   0.1800000000000000E+03   0.1639596038343150E+00   0.3403583024815072E+00  -0.3695877106424613E+00   0.5702833167249636E+05   0.2049470934848237E+06   0.1607300000000000E+01   0.2558447300000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.4700000000000000E+02   0.1800000000000000E+03   0.1641171243388569E+00   0.2328734360361440E+00  -0.2504692302063222E+00   0.5756025649052871E+05   0.2049470934848237E+06   0.1970500000000000E+01   0.3137676300000001E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5100000000000000E+02   0.1800000000000000E+03   0.1638725723295195E+00   0.1490668167953124E+00  -0.1634721045690419E+00   0.5795778893387178E+05   0.2049470934848237E+06   0.2400300000000000E+01   0.3824007700000001E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5500000000000000E+02   0.1800000000000000E+03   0.1632356205554500E+00   0.1574116135491797E+00  -0.1710578332075827E+00   0.5828501109981492E+05   0.2049470934848237E+06   0.2897300000000000E+01   0.4617211200000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.5900000000000000E+02   0.1800000000000000E+03   0.1622963667411682E+00   0.1677076596647425E+00  -0.1771237128329015E+00   0.5853166926129094E+05   0.2049470934848237E+06   0.3334200000000000E+01   0.5313884899999999E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.6500000000000000E+02   0.1800000000000000E+03   0.1623247425833799E+00   0.1875490647109343E+00  -0.1846121693841324E+00   0.5879997330218854E+05   0.2049470934848235E+06   0.4189100000000000E+01   0.6676735800000000E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.7100000000000000E+02   0.1800000000000000E+03   0.1631902670885336E+00   0.1617445801695307E+00  -0.1556008620572146E+00   0.5898068603814737E+05   0.2049470934848237E+06   0.4748000000000000E+01   0.7569337100000001E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.7500000000000000E+02   0.1800000000000000E+03   0.1635978120794367E+00   0.1095215641380999E+00  -0.1047631450770277E+00   0.5894988052207361E+05   0.2049470934848237E+06   0.5225800000000000E+01   0.8331489700000003E+02
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.8100000000000000E+02   0.1800000000000000E+03   0.1646449679444288E+00   0.1157994609519485E+00  -0.1188597259455049E+00   0.5863339439719651E+05   0.2049470934848235E+06   0.6357500000000000E+01   0.1013496430000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.8500000000000000E+02   0.1800000000000000E+03   0.1648846219330578E+00   0.1470577808683725E+00  -0.1516072484465376E+00   0.5844939239527137E+05   0.2049470934848237E+06   0.6980000000000000E+01   0.1112927360000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.9100000000000000E+02   0.1800000000000000E+03   0.1653139745196650E+00   0.1763289472621131E+00  -0.1798734643266686E+00   0.5832009581000875E+05   0.2049470934848238E+06   0.8244600000000000E+01   0.1314329700000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.9500000000000000E+02   0.1800000000000000E+03   0.1654753956598235E+00   0.1708118543849513E+00  -0.1762216945358921E+00   0.5828140857348171E+05   0.2049470934848235E+06   0.9245799999999999E+01   0.1474370360000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1010000000000000E+03   0.1800000000000000E+03   0.1657432919552079E+00   0.1818558047537207E+00  -0.1848489327946931E+00   0.5827888679420662E+05   0.2049470934848237E+06   0.1054670000000000E+02   0.1682009839999999E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1110000000000000E+03   0.1800000000000000E+03   0.1660489085816252E+00   0.1840481667361784E+00  -0.1881300728421222E+00   0.5828566100673104E+05   0.2049470934848239E+06   0.1335630000000000E+02   0.2130347230000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1210000000000000E+03   0.1800000000000000E+03   0.1662889279269789E+00   0.1877759414315857E+00  -0.1921809818251040E+00   0.5829858860502968E+05   0.2049470934848237E+06   0.1667590000000000E+02   0.2660143130000001E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1310000000000000E+03   0.1800000000000000E+03   0.1666223815016676E+00   0.1938138878177528E+00  -0.1982443067016942E+00   0.5830545880679270E+05   0.2049470934848239E+06   0.2029800000000000E+02   0.3237802310000000E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1410000000000000E+03   0.1800000000000000E+03   0.1668307316152532E+00   0.1887676304169863E+00  -0.1932817761430427E+00   0.5830399449018021E+05   0.2049470934848234E+06   0.2491540000000000E+02   0.3975284840000002E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1510000000000000E+03   0.1800000000000000E+03   0.1668590680518443E+00   0.1874600242600038E+00  -0.1919858865404619E+00   0.5829567000424358E+05   0.2049470934848238E+06   0.2945010000000000E+02   0.4699143410000001E+03
   0.3000000000000000E-05   0.0000000000000000E+00   0.1500000000000000E+02   0.1610000000000000E+03   0.1800000000000000E+03   0.1669010189903878E+00   0.1861223376050108E+00  -0.1906274751980245E+00   0.5829143250065987E+05   0.2049470934848232E+06   0.3426910000000000E+02   0.5463621229999999E+03
