              nu/v [m^-1]        E_r/v [kV s /m^2]                 N_theta                   N_zeta                     N_xi                     D_11                     D_31                     D_13                     D_33             D_33_Spitzer      Wall-clock time [s]             CPU time [s] 
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1500000000000000E+02   0.2000000000000000E+02   0.7249893229607812E-01  -0.7728024832174050E+00   0.1201387484505836E+01  -0.9355444684751379E+04  -0.6148409691966500E+05   0.9520000000000001E-01   0.2496730000000000E+00
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.1900000000000000E+02   0.2000000000000000E+02   0.7682046560138210E-01  -0.2957201216354863E+00   0.2534110815067245E+00  -0.8811330688992915E+04  -0.6148412836625348E+05   0.4620000000000000E-01   0.2671140000000000E+00
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.2300000000000000E+02   0.2000000000000000E+02   0.7658937454491112E-01  -0.2642393639741447E-01   0.3125236498351024E-01  -0.8792805168690758E+04  -0.6148412803587668E+05   0.6080000000000000E-01   0.3536050000000001E+00
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.2700000000000000E+02   0.2000000000000000E+02   0.7628309837651800E-01   0.3098501385816113E-01  -0.3087965199586122E-01  -0.8745311333644897E+04  -0.6148412804598877E+05   0.8160000000000001E-01   0.4807030000000000E+00
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.3100000000000000E+02   0.2000000000000000E+02   0.7624667902370241E-01   0.2808745557779001E-01  -0.2802498974977233E-01  -0.8732472915445827E+04  -0.6148412804545134E+05   0.1071000000000000E+00   0.6335250000000001E+00
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.3500000000000000E+02   0.2000000000000000E+02   0.7624693510789582E-01   0.2609202350818226E-01  -0.2605244645506714E-01  -0.8731762668779458E+04  -0.6148412804544731E+05   0.5389000000000000E+00   0.2212484000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.3900000000000000E+02   0.2000000000000000E+02   0.7624802679361026E-01   0.2563115284984517E-01  -0.2563122771507678E-01  -0.8731856357517720E+04  -0.6148412804544706E+05   0.1798000000000000E+00   0.1065383000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.4300000000000000E+02   0.2000000000000000E+02   0.7624816390125944E-01   0.2559152805247837E-01  -0.2559618857599033E-01  -0.8731881575551626E+04  -0.6148412804544707E+05   0.2271000000000000E+00   0.1350702000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.4700000000000000E+02   0.2000000000000000E+02   0.7624817396193648E-01   0.2559012941953581E-01  -0.2559393503174073E-01  -0.8731882078892517E+04  -0.6148412804544710E+05   0.2869000000000000E+00   0.1709535000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.5100000000000000E+02   0.2000000000000000E+02   0.7624817383876938E-01   0.2559126107398699E-01  -0.2560069141661645E-01  -0.8731876358388818E+04  -0.6148412804544708E+05   0.3424000000000000E+00   0.2041221000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.5500000000000000E+02   0.2000000000000000E+02   0.7624817360664378E-01   0.2559154730600192E-01  -0.2559686504211509E-01  -0.8731882555487351E+04  -0.6148412804544710E+05   0.4148000000000000E+00   0.2474072999999999E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.5900000000000000E+02   0.2000000000000000E+02   0.7624817344038369E-01   0.2559127560681623E-01  -0.2559434661724557E-01  -0.8731880221786663E+04  -0.6148412804544713E+05   0.4840000000000000E+00   0.2887628999999999E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.6500000000000000E+02   0.2000000000000000E+02   0.7624817372381061E-01   0.2559136164732280E-01  -0.2559434689952547E-01  -0.8731881707009887E+04  -0.6148412804544707E+05   0.6068000000000000E+00   0.3622256000000002E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.7100000000000000E+02   0.2000000000000000E+02   0.7624817363145123E-01   0.2559145349148562E-01  -0.2559613075405006E-01  -0.8731880660797658E+04  -0.6148412804544713E+05   0.7330000000000000E+00   0.4376049999999999E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.7500000000000000E+02   0.2000000000000000E+02   0.7624817359139111E-01   0.2559238751803156E-01  -0.2559329052285112E-01  -0.8731880076282137E+04  -0.6148412804544708E+05   0.8542000000000000E+00   0.5101251999999999E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.8100000000000000E+02   0.2000000000000000E+02   0.7624817412965146E-01   0.2559149498966757E-01  -0.2558626654134808E-01  -0.8731882641445402E+04  -0.6148412804544705E+05   0.1098800000000000E+01   0.6564606000000001E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.8500000000000000E+02   0.2000000000000000E+02   0.7624817347420264E-01   0.2559395174959052E-01  -0.2559393369026062E-01  -0.8731875735987247E+04  -0.6148412804544710E+05   0.1226200000000000E+01   0.7325879000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.9100000000000000E+02   0.2000000000000000E+02   0.7624817382409432E-01   0.2559505760077834E-01  -0.2559862984055992E-01  -0.8731876621436881E+04  -0.6148412804544715E+05   0.1457700000000000E+01   0.8711371000000000E+01
   0.1000000000000000E-04   0.0000000000000000E+00   0.1500000000000000E+02   0.9500000000000000E+02   0.2000000000000000E+02   0.7624817291954869E-01   0.2558844244308681E-01  -0.2559875433381349E-01  -0.8731878075916111E+04  -0.6148412804544710E+05   0.1625000000000000E+01   0.9713230999999993E+01
